1. 已知向量α=（-3，-2，1），β=（1，-4，-5），则|α×β|等于{{c1::（）}}。[2013年真题]	"0<br>6<br><img height=""19"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f409f0f6-3545-4175-889a-170ead006ae7.jpg"" width=""42""/><br>14i+16j-10k"	C	"<img height=""75"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d1a6516b-7516-4e76-a50d-b2ba39658bf7.jpg"" width=""309""/>，所以<img height=""28"" id=""图片 2"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/341ca007-94e8-4b7f-a06d-1daf7d946740.jpg"" width=""336""/>"	
"14. 简支梁受分布荷载作用如图4-1-14所示，支座A、B的约束为{{c1::（）}}。[2010年真题]<br/><span style=""display:block;text-align:center;""><img height=""156"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d132c4bb-ad76-45e8-b2f6-e4c970a5eab5.jpg"" width=""300""/></span><span style=""display:block;text-align:center;"">图4-1-14</span>"	"<img height=""21"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fbef80dd-dc59-4457-a27f-55df676518cb.png"" width=""109""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/781ad160-93ef-441b-9c95-c40ab92d5a65.png"" width=""228""/><br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/90a8281d-98c1-4d86-9a99-4e51a125e4cf.png"" width=""231""/><br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3c1fd6c6-9989-446e-a4a6-dc1c5c23ee97.png"" width=""232""/>"	C	"对A点列力矩平衡方程∑M<sub>A</sub>=0，即<img height=""39"" id=""图片 1089"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fca97aa9-30ff-447f-b47d-680205fffbf9.jpg"" width=""260""/>，从而可得<img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e595a89d-6225-4792-9442-e098d6bbdc04.jpg"" width=""74""/>，方向向下，再根据简支梁竖向力平衡∑F<sub>y</sub>=0，F<sub>B</sub>+F<sub>A</sub>=0，解得<img height=""28"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3f80d016-1916-4a74-a21c-01f0846ada92.png"" width=""63""/>方向向上。"	
"15. 图4-1-15所示不计自重的水平梁与桁架在B点铰接，已知：荷载F<sub>1</sub>、F均与BH垂直，F<sub>1</sub>=8kN，F=4kN，M=6kN·m，q=1kN/m，L=2m，则杆件1的内力为{{c1::（）}}。[2014年真题]<br/><span style=""display:block;text-align:center;""><img height=""330"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/dfcf0f57-2974-46ae-8c7a-648d801361cf.png"" width=""337""/></span><span style=""display:block;text-align:center;"">图4-1-15</span>"	F<sub>1</sub>=0<br>F<sub>1</sub>=8kN<br>F<sub>1</sub>=-8kN<br>F<sub>1</sub>=-4kN	A	对D结点进行受力分析可知，杆件1为零杆。所以杆件1的内力为0。	
"16. 平面结构如图4-1-16所示，自重不计。己知：F=100kN，判断图示BCH桁架结构中，内力为零的杆数是{{c1::（）}}。[2012年真题]<br/><span style=""display:block;text-align:center;""><img height=""242"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/43c53d1c-065f-4afe-8e2c-b3073a5c2aae.png"" width=""141""/></span><span style=""display:block;text-align:center;"">图4-1-16</span>"	3根杆<br>4根杆<br>5根杆<br>6根杆	D	根据平面桁架结构的零杆判别法，依次分析各个三杆节点G、G<sub>1</sub>、E、E<sub>1</sub>、D、D<sub>1</sub>，可知GG<sub>1</sub>、G<sub>1</sub>E、EF<sub>1</sub>、E<sub>1</sub>D、DD<sub>1</sub>、D<sub>1</sub>B这6根杆都是零杆。	
"17. 平面桁架的尺寸与载荷均已知（见图4-1-17）。其中，杆1的内力大小Fs1为{{c1::（）}}。[2008年真题]<br/><span style=""display:block;text-align:center;""><img height=""146"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/aa078aaa-702f-49f5-957d-e01a6f806db0.jpg"" width=""244""/></span><span style=""display:block;text-align:center;"">图4-1-17</span>"	"<img height=""36"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/811961ff-5c39-46c9-88d1-b0733a3e1dd6.png"" width=""113""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/1d9ea022-5281-4c97-bda9-45f0807a5cd1.png"" width=""113""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/21b0a5a7-408e-45b4-ae8e-da80d974ef9e.png"" width=""115""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/294f50be-f0ed-4cb8-b3b9-04a044cda441.png"" width=""112""/>"	A	"首先进行整体受力分析，对B点取弯矩，由∑M<sub>B</sub>=0，可求得<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/37f4900e-c24e-4ce1-a45c-cb0809cd0c84.jpg"" width=""76""/>沿如图4-1-18所示虚线方向切开，对C点取弯矩，由∑M<sub>C</sub>=0，即：<img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fbb59c01-0599-4e6f-8156-8f21b1a9a595.jpg"" width=""232""/>，解得<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c7b6c943-9d78-4593-a584-eb1bab5bb13e.jpg"" width=""91""/>，杆1受压。<br/><span style=""display:block;text-align:center;""><img height=""152"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/78bdfc34-67f7-4e9e-a48b-9b8917e0d738.jpg"" width=""255""/></span><span style=""display:block;text-align:center;"">图4-1-18</span>"	
"18. 物块重为W，置于倾角为α的斜面上如图4-1-19所示，已知摩擦角φ<sub>m</sub>＞α，则物块处于的状态为{{c1::（）}}。[2013年真题]<br/><span style=""display:block;text-align:center;""><img height=""164"" src=""http://admintk.100xuexi.com/UpLoadImage/2016-06-20/2e311563-9054-42b6-b15a-50ab584a2eb0.jpg"" style=""float:none;"" title=""111.jpg"" width=""270""/></span><span style=""display:block;text-align:center;"">图4-1-19</span>"	静止状态<br>临界平衡状态<br>滑动状态<br>条件不足，不能确定	A	因φ<sub>m</sub>＞α，故物块不能突破静摩擦力发生滑动，处于静止状态。	
"19. 如图4-1-20所示，重W的物块自由地放在倾角为α的斜面上，若物块与斜面间的静摩擦因数为f=0.4，W=60kN，α=30°，则该物块的状态为{{c1::（）}}。[2011年真题]<br/><span style=""display:block;text-align:center;""><img height=""110"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/5735f2af-7af1-4cc6-a75c-feda94f6a64f.jpg"" width=""199""/></span><span style=""display:block;text-align:center;"">图4-1-20</span>"	静止状态<br>临界平衡状态<br>滑动状态<br>条件不足，不能确定	C	"将物块重力分解成垂直斜面的力W<sub>V</sub>和沿斜面下滑的力W下滑。可得<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/23eb1ac2-45f1-4cdd-89d1-78545f663f7f.jpg"" width=""488""/>，因此，斜面的摩擦力为：<img height=""21"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/1a8ac3ec-6769-4b2e-a6d6-589b4405d199.jpg"" width=""303""/>。由于摩擦力小于下滑力，故物块为滑动状态。"	
"20. 水平梁CD的支承与载荷均已知（见图4-1-21），其中F<sub>p</sub>=aq，M=a<sup>2</sup>q，支座A，B的约束力分别为{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""186"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2a1f1376-3b85-4dae-a5b0-5518c6f81e86.png"" width=""305""/></span><span style=""display:block;text-align:center;"">图4-1-21</span>"	"<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/cf7de413-9882-46d1-b42f-1bad826c55c5.png"" width=""269""/><br><img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/cb0ec29a-8d55-48a0-999a-0a9bb6a59526.png"" width=""283""/><br><img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/ba14eac9-565e-4e1a-b87d-76bf1c3447fc.png"" width=""284""/><br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/21e659c9-29c4-4c80-966c-c9b34c10ea61.png"" width=""284""/>"	D	"对A点取矩，<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/48a1ccd5-7161-471f-9ac5-90110d6af614.jpg"" width=""338""/>，解得<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/dc6d9536-e573-4dc0-bfaf-729f1ba267a0.jpg"" width=""58""/>，方向向上。列出x和y方向的平衡方程，可求得F<sub>Ax</sub>=0，<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f4c6b0ca-9e53-418d-93e8-b1e3097509d4.png"" width=""103""/>"	
"21. 水平简支梁如图4-1-22所示，不计杆自重，如外力P<sub>1</sub>与P<sub>2</sub>相互平行且铅垂，又P<sub>1</sub>＝P<sub>2</sub>＝P，则支座A的反力R<sub>A</sub>为{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""125"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/805f94e2-a4d8-436e-acf7-e31488c0cca8.jpg"" width=""365""/></span><span style=""display:block;text-align:center;"">图4-1-22</span>"	"<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/30f398b8-e3de-4f78-94ba-13ce629c3cc9.jpg"" width=""65""/>，铅垂向上<br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/30f398b8-e3de-4f78-94ba-13ce629c3cc9.jpg"" width=""65""/>，铅垂向下<br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/30f398b8-e3de-4f78-94ba-13ce629c3cc9.jpg"" width=""65""/>，平行于链杆B并倾斜向上<br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/30f398b8-e3de-4f78-94ba-13ce629c3cc9.jpg"" width=""65""/>，平行链杆B并倾斜向下"	D	"外力构成一顺时针转向的力偶，应用力偶的平衡方程R<sub>A</sub>lcos45°－Ph＝0，求得<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/30f398b8-e3de-4f78-94ba-13ce629c3cc9.jpg"" width=""65""/>，方向为平行于链杆B并倾斜向下。"	
"22. 如图4-1-23所示平面结构，受集中力P、均布力q和力偶矩M作用，几何尺寸和各处约束如图示。则固定端C处的水平约束反力应为{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""229"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/87efd7e3-58b9-41c6-a0c8-b5d32cc030cf.jpg"" width=""381""/></span><span style=""display:block;text-align:center;"">图4-1-23</span>"	"<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/4cc71e2e-7f4a-444f-b5c4-a69192f3960f.png"" width=""73""/><br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2d53b89d-2832-4125-b52f-adcce135fa73.png"" width=""71""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/590570cf-406f-46ae-91da-c6f7904145ae.png"" width=""72""/><br><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e2f63db2-02b2-46ad-a8a6-cc3699f32849.png"" width=""68""/>"	C	"以AD为研究对象，由∑M<sub>A</sub>=0，可得<img height=""52"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f9c910a6-b9c3-4230-8d85-867e49ab2f77.jpg"" width=""148""/>（向左）。分析整体受力，由∑X<sub>i</sub>=0，可得<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b85a4ead-cb1e-41f2-b674-dd5ef517298e.png"" width=""117""/>"	
"23. 均质梯形薄板ABCE，在A处用细绳悬挂，如图4-1-25所示。今欲使AB边保持水平，则需在正方形ABCD的中心挖去一个半径为{{c1::（）}}的圆形薄板。<br/><span style=""display:block;text-align:center;""><img height=""251"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/85c538ca-f058-4f88-a5cb-7d08ddd219a8.jpg"" width=""274""/></span><span style=""display:block;text-align:center;"">图4-1-25</span>"	"<img height=""23"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b65c219b-cbfd-4421-86fc-c94809f2a191.png"" width=""97""/><br><img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/ab215d07-7195-4272-b829-7bdc3f7e42cb.png"" width=""84""/><br><img height=""21"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/33cd73f9-a0c5-4315-9f2f-c0cce49347e8.png"" width=""78""/><br><img height=""22"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6133feea-5924-4658-9c30-970a3d684fec.png"" width=""93""/>"	D	"要使AB边保持水平，则应在挖去圆形薄板后，梯形板的形心在AD上，于是<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/0f681ee2-6522-489e-a080-c81062e4ed27.jpg"" width=""209""/>，由此解得<img height=""38"" id=""图片 1143"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/4cfa26f9-d57e-4b5a-8342-63be39f6ab68.jpg"" width=""67""/>。"	
"24. 桁架结构形式与载荷F<sub>p</sub>均已知（见图4-1-26）。结构中零杆数为{{c1::（）}}根。<br/><span style=""display:block;text-align:center;""><img height=""213"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b7d7db5f-5ea1-450e-bbc5-d7f5e451be70.jpg"" width=""164""/></span><span style=""display:block;text-align:center;"">图4-1-26</span>"	0<br>2<br>4<br>6	D	"如图4-1-27所示，由T形链杆受力知，圈出的两杆为零杆，再由L形链杆受力知，共计6根零杆。<br/><span style=""display:block;text-align:center;""><img height=""191"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/09469c10-efc6-491c-a644-db4dc393e9dc.jpg"" width=""138""/></span><span style=""display:block;text-align:center;"">图4-1-27</span>"	
"25. 杆AF、BE、EF相互铰接，并有CD杆支承，如图4-1-28所示，今在AF杆上作用一力偶（P、P′），若不计各杆自重，则A支座反力的作用线{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""206"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/37de482f-1da6-4c14-b3c7-0319b6138443.jpg"" width=""339""/></span><span style=""display:block;text-align:center;"">图4-1-28</span>"	过A点平行力P<br>过A点平行BG连线<br>沿AG直线<br>沿AH直线	B	系统所受合外力为一力偶，根据水平和竖直方向上系统受力平衡可知，A、B支座处的支座反力作用线互相平行。EF、CD是二力杆，故对BE杆的作用力分别沿FE、DC方向，BE杆上无外力偶作用，故作用在BE杆上的三个外力必为平衡汇交力系，即作用方向交于一点，由此知道B支座的支座反力沿BG方向。所以A支座的支座反力作用线过A点并平行于BG的连线。	
"26. 在如图4-1-29所示系统中，绳DE能承受的最大拉力为10kN，杆重不计，则力P的最大值为{{c1::（）}}kN。<br/><span style=""display:block;text-align:center;""><img height=""237"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/397164cc-af34-4e66-bed4-902a1c97cdf3.jpg"" width=""299""/></span><span style=""display:block;text-align:center;"">图4-1-29</span>"	5<br>10<br>15<br>20	B	"从图中可知，支座B处只受向上的支座反力，由∑M<sub>A</sub>=P×2a-R<sub>B</sub>×4a=0，可求出B处支座反力<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f415e520-eb69-467e-9161-3d14b5698962.jpg"" width=""100""/>，从而A处支座反力<img height=""31"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e237b2b0-967d-4dd2-a6f7-9c3ec982e539.jpg"" width=""98""/>。设绳DE此时承受的拉力为10kN，取体系的一半分析，由∑M<sub>C</sub>=R<sub>A</sub>×2a-10×a=0，求出力P=10kN。"	
"27. 送料车装有轮A和B，可沿轨道CD移动，如图4-1-30所示。若装在铁铲中的物料重W＝15kN，它到送料竖直线OE的距离为5m，设每一轮到竖直线OE的距离各为1m。为使物料重不会导致送料车倾倒，则送料车的重量Q应满足{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""308"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8132dfc4-0fdd-45a7-ac66-1a6216fc812f.jpg"" width=""292""/></span><span style=""display:block;text-align:center;"">图4-1-30</span>"	Q≥60kN<br>Q≥80kN<br>Q≥100kN<br>Q≥120kN	A	"取送料车研究，为使送料车不致倾倒，轮A处的压力应大于零。将该力系向B点取矩可得：<img height=""31"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/42700a0f-0d0c-46f8-9ff8-76cfeb46b808.jpg"" width=""435""/>，，解得：Q≥60kN。"	
"28. 重W的物块能在倾斜角为α的粗横斜面上滑下（见图4-1-31），为了维持物块在斜面上平衡，在物块上作用向左的水平力F1，在求解力F1的大小时，物块与斜面间的摩擦力F方向为{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""97"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3dd35827-1474-4258-9ce6-9fb305830c06.jpg"" width=""193""/></span><span style=""display:block;text-align:center;"">图4-1-31</span>"	F只能沿斜面向上<br>F只能沿斜面向下<br>F既可能沿斜面向上，也可能向下<br>F=0	C	从物块的运动趋势来判断。若有向上的运动趋势则F沿斜面向下，若有向下的运动趋势则F沿斜面向上。	
"29. 物块A重W=10N，被用水平力F<sub>p</sub>=50N挤压在粗糙的铅垂墙面B上（见图4-1-32），且处于平衡，块与墙间的摩擦系数f=0.3。A与B间的摩擦力大小为{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""153"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/259d0c0c-e704-41b7-9d5a-8d8138a9f5ed.jpg"" width=""175""/></span><span style=""display:block;text-align:center;"">图4-1-32</span>"	F=15N<br>F=10N<br>F=3N<br>依据所给条件无法确定	B	在主动力的作用下物体具有滑动趋势，但仍处于静止状态时的摩擦力，称为静滑动摩擦力，其值随主动力在0≤F≤F<sub>max</sub>之间变化，大小由平衡方程决定。题中根据受力平衡列出等式可知，F=W，并未达到临界静摩擦力F<sub>max</sub>=f×F<sub>p</sub>=15N。	
"30. 如图4-1-33所示，若W＝60kN，T＝40kN，A、B间的静摩擦系数f＝0.5，动滑动摩擦系数f′＝0.4，则A物块所受的摩擦力F为{{c1::（）}}kN。<br/><span style=""display:block;text-align:center;""><img height=""185"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/521341e4-c43a-40b5-93dc-d68ead75d8f2.jpg"" width=""245""/></span><span style=""display:block;text-align:center;"">图4-1-33</span>"	12<br>16<br>20<br>25	B	"假设物体处于平衡状态，列平衡方程得<br/>∑Y=0，N=60-40sin30°=40kN；<br/>∑X=0，P=40cos30°=<img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f63a8c63-4041-4e79-8347-54d469cb8533.jpg"" width=""41""/>kN。<br/>由于摩擦面能提供的最大摩擦力为F<sub>max</sub>＝fN＝0.5×40＝20kN＜<img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f63a8c63-4041-4e79-8347-54d469cb8533.jpg"" width=""41""/>kN，因此，假设不成立，物体处于运动状态，所受摩擦力为滑动摩擦力，其大小为：F<sub>滑动</sub>＝f′N＝40×0.4＝16kN。"	
"1. 动点A和B在同一坐标系中的运动方程分别为<img height=""57"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8a9113d5-23a5-45e6-9f35-5653e6797d95.jpg"" width=""159""/>，其中x、y以cm计，t以s计，则两点相遇的时刻为{{c1::（）}}。[2014年真题]"	t=1s<br>t=0.5s<br>t=2s<br>t=1.5s	A	相遇时有x<sub>A</sub>=x<sub>B</sub>，y<sub>A</sub>=y<sub>B</sub>，联立方程组，解得t=1s。所以A、B两点在t=1s时相遇。	
2. 已知动点的运动方程为x=t，y=2t<sup>2</sup>，则其轨迹方程为{{c1::（）}}。[2013年真题]	x=t<sup>2</sup>-t<br>y=2t<br>y-2x<sup>2</sup>=0<br>y+2x<sup>2</sup>=0	C	将x=t代入y=2t<sup>2</sup>，可得轨迹方程为：y-2x<sup>2</sup>=0。	
3. 当点运动时，若位置矢大小保持不变，方向可变，则其运动轨迹为{{c1::（）}}。[2011年真题]	直线<br>圆周<br>任意曲线<br>不能确定	B	若位置矢大小保持不变、方向可变，则点到原点距离为常数，只可能做圆周运动。	
"4. 一定轴转动刚体，其运动方程为<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/29370dc0-c954-4054-a5e3-fe15e296a281.png"" width=""82""/>其中a、b均为常数，则知该刚体作{{c1::（）}}。"	匀加速转动<br>匀减速转动<br>匀速转动<br>减速转动	A	"角速度ω=φ′=-bt，角加速度<img height=""21"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/85d856b5-a21e-41cc-aeb0-bd292037db12.png"" width=""99""/>，角加速度与角速度方向一致，故该刚体做匀加速转动。"	
"5. 杆OA绕固定轴O转动，长为l。某瞬时杆端A点的加速度a如图4-2-1所示。则该瞬时OA的角速度及角加速度为{{c1::（）}}。[2014年真题]<br/><span style=""display:block;text-align:center;""><img height=""116"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/0b7600f4-c270-4d44-8cf5-1d41f3e4a897.png"" width=""281""/></span><span style=""display:block;text-align:center;"">图4-2-1</span>"	"<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fa83dab8-2ce8-4d4a-9e8f-1fbc2ac48be4.png"" width=""50""/><br><img height=""40"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8fa8a8ba-358e-472b-94fb-87b35f649434.png"" width=""108""/><br><img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/440c1c9d-bf76-4bdf-980d-bdb3cfcfbb85.png"" width=""58""/><br><img height=""40"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/ef4f2e5e-9ed9-4c35-a73c-b36dfaed1623.png"" width=""63""/>"	A	对于刚体转动，角速度ω=v/l=0；角加速度α=a/l。	
"6. 一炮弹以初速度v<sub>0</sub>和仰角α射出。对于图4-2-2所示直角坐标的运动方程为x=v<sub>0</sub>cosαt，<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/ce436c34-072f-4958-b679-1065aeac5187.png"" width=""129""/>则当t=0时，炮弹的速度和加速度的大小分别为{{c1::（）}}。[2013年真题]<br/><span style=""display:block;text-align:center;""><img height=""209"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e1e64b26-3d2f-4432-a586-8a89118226df.jpg"" width=""314""/></span><span style=""display:block;text-align:center;"">图4-2-2</span>"	v=v<sub>0</sub>cosα，a=g<br>v=v<sub>0</sub>，a=g<br>v=v<sub>0</sub>sinα，a=-g<br>v=v<sub>0</sub>，a=-g	B	t=0为平抛运动的初始时刻，此时炮弹的速度为初速度v<sub>0</sub>，加速度大小为g，方向向下（g本身为矢量）。	
7. 某瞬时若平面图形上各点的加速度方向都指向同一点，则可知此瞬时平面图形的角速度ω和角加速度a为{{c1::（）}}。[2012年真题]	ω=0，a≠0<br>ω≠0，a=0<br>ω=0，a=0<br>ω≠0，a≠0	B	平面图形作匀速转动时，各点的加速度方向均指向速度瞬心，ω≠0，a=0。	
"8. 在图4-2-3所示机构中，杆O<sub>1</sub>A∥O<sub>2</sub>B，杆O<sub>2</sub>C∥O<sub>3</sub>D，且O<sub>1</sub>A=20cm，O<sub>2</sub>C=40cm，若杆AO<sub>1</sub>以角速度ω=3rad/s匀速转动，则CD杆上任意点M的速度及加速度大小为{{c1::（）}}。[2011年真题]<br/><span style=""display:block;text-align:center;""><img height=""174"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2538c220-8d5a-41c3-8b0e-565b084d22f9.png"" width=""322""/></span><span style=""display:block;text-align:center;"">图4-2-3</span>"	60cm/s，180cm/s<sup>2</sup><br>120cm/s，360cm/s<sup>2</sup><br>90cm/s，270cm/s<sup>2</sup><br>120cm/s，150cm/s<sup>2</sup>	B	"由题表述运动可知，C、D两点分别绕着O<sub>2</sub>、O<sub>3</sub>作圆周运动，速度为：v<sub>C</sub>=ω·r=3×0.4=1.2m/s；加速度为：<img height=""25"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/619a92f1-c541-459e-8949-3d62f8661a00.png"" width=""250""/>。又由于CD杆为平动。故v<sub>M</sub>=v<sub>C</sub>=1.2m/s=120cm/s，a<sub>M</sub>=a<sub>C</sub>=3.6m/s2=360cm/s<sup>2</sup>。"	
9. 动点以常加速度2m/s<sup>2</sup>作直线运动，当速度由5m/s增加到8m/s时，则点运动的路程为{{c1::（）}}。[2012年真题]	7.5m<br>12m<br>2.25m<br>9.75m	D	"由公式v<sub>t</sub>=v<sub>0</sub>+at，得：<img height=""36"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e362bde1-2950-4070-a3ea-a3ec38bd3e8b.jpg"" width=""174""/>。再由公式<img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e4946a2f-ca86-4444-8ce2-88e4a6269694.jpg"" width=""115""/>可求得点运动的路程为：<img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e6deb771-7148-49b9-a0f1-61c4665d7564.jpg"" width=""306""/>。或用公式：<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-19/636b0bb7-9763-44e1-a053-807097568216.jpg"" title=""7.jpg""/>得<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-19/05dae55b-046d-4fe4-bdb9-3b1b5b0859eb.jpg"" title=""8.jpg""/>。"	
"10. 在图4-2-4所示圆锥摆中，球M的质量为m，绳长l，若α角保持不变，则小球的法向加速度为{{c1::（）}}。[2014年真题]<br/><span style=""display:block;text-align:center;""><img height=""248"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/1442df14-c556-45b2-ac12-b1dc4820eab5.png"" width=""307""/></span><span style=""display:block;text-align:center;"">图4-2-4</span>"	"gsinα<br>gcosα<br>gtanα<br><img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2106a39f-a12f-4a74-b57a-8a03824c54a0.png"" width=""56""/>"	C	"在圆周运动中，有<img height=""42"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e22e05e8-bed1-4268-9b8f-9bca00301db7.jpg"" width=""118""/>，则沿线方向加速度为<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b7113b46-6c5d-4ee4-95f1-f6b0f127d9a7.jpg"" width=""39""/>，所以小球的法向加速度为<img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/91e73034-a8e3-4583-bb2f-87a64091cb05.jpg"" width=""146""/>。"	
